Well name,Group Answer,Date,Ground Elevation(masl),Datum Elevation(masl),Surveyed Stickup(m),Total Depth of Piezometer(mbgs),Bottom of Piezometer Elevation(masl),Depth Interval of Screen(mbgs),Elevation Interval of Screen(masl),Depth Interval of Sand(mbgs),Elevation Interval of Sand(masl),Time(hh:mm),Observed Depth to Groundwater(mbtoc),Observed Depth to Groundwater(mbgs),Depth to Product(mbtoc),Observed Product Thickness(m),Corrected Product Thickness(m),Corrected Depth to Groundwater(mbtoc),Corrected Depth to Groundwater(mbgs),Observed Groundwater Surface Elevation(masl),Corrected Groundwater Surface Elevation(masl),Depth to Bottom of Well(mbtoc),Measured Stick up(m),Easting(m),Northing(m)
04-42-3,Medial,18-Oct-16,948.97,949.64,0.67,8.1,940.87,5.10 - 8.11,943.87 - 940.88,N/A,N/A,12:00,3.53,2.86,,N/A,N/A,3.53,2.86,946.11,946.11,N/M,N/M,645468.696,5867761.939
04-42-3,Medial,29-May-17,948.97,949.64,0.67,8.1,940.87,5.10 - 8.12,943.87 - 940.89,N/A,N/A,15:16,4.07,3.4,,N/A,N/A,4.07,3.4,945.57,945.57,N/M,N/M,645468.696,5867761.939
04-42-3,Medial,17-Oct-17,948.97,949.64,0.67,8.1,940.87,5.10 - 8.13,943.87 - 940.90,N/A,N/A,12:05,4.22,3.55,,N/A,N/A,4.22,3.55,945.42,945.42,8.97,N/M,645468.696,5867761.939
04-42-3,Medial,14-May-18,948.97,949.64,0.67,8.1,940.87,5.10 - 8.14,943.87 - 940.91,N/A,N/A,14:25,4.14,3.47,,N/A,N/A,4.14,3.47,945.5,945.5,8.98,N/M,645468.696,5867761.939
04-42-3,Medial,10-Oct-18,948.97,949.64,0.67,8.1,940.87,5.10 - 8.15,943.87 - 940.92,N/A,N/A,9:38,5.48,4.81,,N/A,N/A,5.48,4.81,944.16,944.16,N/M,N/M,645468.696,5867761.939
35339,Medial,07-Jun-16,949.17,949.73,0.56,18,931.17,15.00 - 18.00,934.17 - 931.17,N/A,N/A,14:05,16.36,15.8,,N/A,N/A,16.36,15.8,933.37,933.37,18.86,N/M,645556.795,5867631.505
35339,Medial,18-Oct-16,949.17,949.73,0.56,18,931.17,15.00 - 18.01,934.17 - 931.18,N/A,N/A,13:05,15.02,14.46,,N/A,N/A,15.02,14.46,934.71,934.71,N/M,N/M,645556.795,5867631.505
35339,Medial,30-May-17,949.17,949.73,0.56,18,931.17,15.00 - 18.02,934.17 - 931.19,N/A,N/A,10:35,14.48,13.92,,N/A,N/A,14.48,13.92,935.25,935.25,N/M,N/M,645556.795,5867631.505
35339,Medial,17-Oct-17,949.17,949.73,0.56,18,931.17,15.00 - 18.03,934.17 - 931.20,N/A,N/A,13:50,14.12,13.56,,N/A,N/A,14.12,13.56,935.61,935.61,N/M,N/M,645556.795,5867631.505
35339,Medial,15-May-18,949.17,949.73,0.56,18,931.17,15.00 - 18.04,934.17 - 931.21,N/A,N/A,14:10,15.54,14.98,,N/A,N/A,15.54,14.98,934.19,934.19,18.87,N/M,645556.795,5867631.505
35339,Medial,09-Oct-18,949.17,949.73,0.56,18,931.17,15.00 - 18.05,934.17 - 931.22,N/A,N/A,17:40,15.93,15.37,,N/A,N/A,15.93,15.37,933.8,933.8,N/M,N/M,645556.795,5867631.505
35340,Medial,07-Jun-16,949.07,949.69,0.62,9,940.07,6.00 - 9.00,943.07 - 940.07,N/A,N/A,14:00,7.27,6.65,,N/A,N/A,7.27,6.65,942.42,942.42,9.74,N/M,645558.806,5867632.446
35340,Medial,18-Oct-16,949.07,949.69,0.62,9,940.07,6.00 - 9.01,943.07 - 940.08,N/A,N/A,13:50,6.01,5.39,,N/A,N/A,6.01,5.39,943.68,943.68,N/M,N/M,645558.806,5867632.446
35340,Medial,30-May-17,949.07,949.69,0.62,9,940.07,6.00 - 9.02,943.07 - 940.09,N/A,N/A,10:25,4.94,4.32,,N/A,N/A,4.94,4.32,944.75,944.75,N/M,N/M,645558.806,5867632.446
35340,Medial,17-Oct-17,949.07,949.69,0.62,9,940.07,6.00 - 9.03,943.07 - 940.10,N/A,N/A,13:47,5.44,4.82,,N/A,N/A,5.44,4.82,944.25,944.25,9.74,N/M,645558.806,5867632.446
35340,Medial,15-May-18,949.07,949.69,0.62,9,940.07,6.00 - 9.04,943.07 - 940.11,N/A,N/A,14:15,6.93,6.31,,N/A,N/A,6.93,6.31,942.76,942.76,N/M,N/M,645558.806,5867632.446
35340,Medial,09-Oct-18,949.07,949.69,0.62,9,940.07,6.00 - 9.05,943.07 - 940.12,N/A,N/A,17:45,7.07,6.45,,N/A,N/A,7.07,6.45,942.62,942.62,9.74,N/M,645558.806,5867632.446
97-23-2,Medial,06-Jun-16,941.36,941.98,0.62,6,935.36,3.00 - 6.00,938.36 - 935.36,N/A,N/A,12:40,1.92,1.3,,N/A,N/A,1.92,1.3,940.06,940.06,6.42,N/M,645471.456,5867631.737
97-23-2,Medial,18-Oct-16,941.36,941.98,0.62,6,935.36,3.00 - 6.01,938.36 - 935.37,N/A,N/A,11:30,1.3,0.68,,N/A,N/A,1.3,0.68,940.68,940.68,N/M,N/M,645471.456,5867631.737
97-23-2,Medial,29-May-17,941.36,941.98,0.62,6,935.36,3.00 - 6.02,938.36 - 935.38,N/A,N/A,15:05,1.54,0.92,,N/A,N/A,1.54,0.92,940.44,940.44,N/M,N/M,645471.456,5867631.737
97-23-2,Medial,17-Oct-17,941.36,941.98,0.62,6,935.36,3.00 - 6.03,938.36 - 935.39,N/A,N/A,11:48,1.39,0.77,,N/A,N/A,1.39,0.77,940.59,940.59,N/M,N/M,645471.456,5867631.737
97-23-2,Medial,14-May-18,941.36,941.98,0.62,6,935.36,3.00 - 6.04,938.36 - 935.40,N/A,N/A,1:15,1.46,0.84,,N/A,N/A,1.46,0.84,940.52,940.52,6.42,N/M,645471.456,5867631.737
97-23-2,Medial,10-Oct-18,941.36,941.98,0.62,6,935.36,3.00 - 6.05,938.36 - 935.41,N/A,N/A,9:59,1.4,0.78,,N/A,N/A,1.4,0.78,940.58,940.58,N/M,N/M,645471.456,5867631.737
43485,Medial,07-Jun-16,950.65,951.29,0.64,11,939.65,8.00 - 11.00,942.65 - 939.65,N/A,N/A,13:50,5.09,4.45,,N/A,N/A,5.09,4.45,946.2,946.2,11.81,N/M,645662.433,5867634.846
43485,Medial,18-Oct-16,950.65,951.29,0.64,11,939.65,8.00 - 11.01,942.65 - 939.66,N/A,N/A,14:50,3.06,2.42,,N/A,N/A,3.06,2.42,948.23,948.23,N/M,N/M,645662.433,5867634.846
43485,Medial,30-May-17,950.65,951.29,0.64,11,939.65,8.00 - 11.02,942.65 - 939.67,N/A,N/A,11:30,2.98,2.34,,N/A,N/A,2.98,2.34,948.31,948.31,N/M,N/M,645662.433,5867634.846
43485,Medial,17-Oct-17,950.65,951.29,0.64,11,939.65,8.00 - 11.03,942.65 - 939.68,N/A,N/A,14:40,3.17,2.53,,N/A,N/A,3.17,2.53,948.12,948.12,11.8,N/M,645662.433,5867634.846
43485,Medial,15-May-18,950.65,951.29,0.64,11,939.65,8.00 - 11.04,942.65 - 939.69,N/A,N/A,14:55,5.19,4.55,,N/A,N/A,5.19,4.55,946.1,946.1,11.81,N/M,645662.433,5867634.846
43485,Medial,10-Oct-18,950.65,951.29,0.64,11,939.65,8.00 - 11.05,942.65 - 939.70,N/A,N/A,13:35,4.93,4.29,,N/A,N/A,4.93,4.29,946.36,946.36,N/M,N/M,645662.433,5867634.846
01-22-1,Medial,07-Jun-16,949.82,950.48,0.66,11.6,938.22,8.60 - 11.60,941.22 - 938.22,N/A,N/A,10:15,6.89,6.23,,N/A,N/A,6.89,6.23,943.59,943.59,12.18,N/M,645567.715,5867710.702
01-22-1,Medial,18-Oct-16,949.82,950.48,0.66,11.6,938.22,8.60 - 11.61,941.22 - 938.23,N/A,N/A,12:55,4.91,4.25,,N/A,N/A,4.91,4.25,945.57,945.57,N/M,N/M,645567.715,5867710.702
01-22-1,Medial,30-May-17,949.82,950.48,0.66,11.6,938.22,8.60 - 11.62,941.22 - 938.24,N/A,N/A,13:57,5.04,4.38,,N/A,N/A,5.04,4.38,945.44,945.44,N/M,N/M,645567.715,5867710.702
01-22-1,Medial,17-Oct-17,949.82,950.48,0.66,11.6,938.22,8.60 - 11.63,941.22 - 938.25,N/A,N/A,13:16,4.96,4.3,,N/A,N/A,4.96,4.3,945.52,945.52,N/M,N/M,645567.715,5867710.702
01-22-1,Medial,15-May-18,949.82,950.48,0.66,11.6,938.22,8.60 - 11.64,941.22 - 938.26,N/A,N/A,16:00,6.63,5.97,,N/A,N/A,6.63,5.97,943.85,943.85,12.18,N/M,645567.715,5867710.702
01-22-1,Medial,10-Oct-18,949.82,950.48,0.66,11.6,938.22,8.60 - 11.65,941.22 - 938.27,N/A,N/A,14:55,6.14,5.48,,N/A,N/A,6.14,5.48,944.34,944.34,N/M,N/M,645567.715,5867710.702
05-55,Medial,07-Jun-16,949.96,951.18,1.22,12,937.96,9.00 - 12.00,940.96 - 937.96,N/A,N/A,13:18,5.3,4.08,,N/A,N/A,5.3,4.08,945.88,945.88,12.6,N/M,645602.632,5867657.507
05-55,Medial,19-Oct-16,949.96,951.18,1.22,12,937.96,9.00 - 12.01,940.96 - 937.97,N/A,N/A,8:50,3.77,2.55,,N/A,N/A,3.77,2.55,947.41,947.41,N/M,N/M,645602.632,5867657.507
05-55,Medial,30-May-17,949.96,951.18,1.22,12,937.96,9.00 - 12.02,940.96 - 937.98,N/A,N/A,13:23,3.45,2.23,,N/A,N/A,3.45,2.23,947.73,947.73,N/M,N/M,645602.632,5867657.507
05-55,Medial,17-Oct-17,949.96,951.18,1.22,12,937.96,9.00 - 12.03,940.96 - 937.99,N/A,N/A,15:50,3.66,2.44,,N/A,N/A,3.66,2.44,947.52,947.52,12.57,N/M,645602.632,5867657.507
05-55,Medial,15-May-18,949.96,951.18,1.22,12,937.96,9.00 - 12.04,940.96 - 937.100,N/A,N/A,13:35,5.32,4.1,,N/A,N/A,5.32,4.1,945.86,945.86,N/M,N/M,645602.632,5867657.507
05-55,Medial,11-Oct-18,950.03,950.86,0.83,12,937.96,9.00 - 12.00,940.96 - 937.96,N/A,N/A,11:23,7.09,6.26,,N/A,N/A,7.09,6.26,943.77,943.77,N/M,N/M,645602.632,5867657.507
05-55,Medial,12-Oct-18,950.03,950.86,0.83,12,937.96,9.00 - 12.01,940.96 - 937.97,N/A,N/A,---,6.88,6.05,,N/A,N/A,6.88,6.05,943.98,943.98,N/M,N/M,645602.632,5867657.507
35186,Medial,07-Jun-16,952.5,953.23,0.73,13,939.5,10.00 - 13.00,942.50 - 939.50,N/A,N/A,9:30,8.39,7.66,,N/A,N/A,8.39,7.66,944.84,944.84,14.21,N/M,645669.422,5867805.151
35186,Medial,18-Oct-16,952.5,953.23,0.73,13,939.5,10.00 - 13.01,942.50 - 939.51,N/A,N/A,10:30,6.96,6.23,,N/A,N/A,6.96,6.23,946.27,946.27,N/M,N/M,645669.422,5867805.151
35186,Medial,30-May-17,952.5,953.23,0.73,13,939.5,10.00 - 13.02,942.50 - 939.52,N/A,N/A,16:00,7.05,6.32,,N/A,N/A,7.05,6.32,946.18,946.18,N/M,N/M,645669.422,5867805.151
35186,Medial,18-Oct-17,952.5,953.23,0.73,13,939.5,10.00 - 13.03,942.50 - 939.53,N/A,N/A,16:00,7.1,6.37,,N/A,N/A,7.1,6.37,946.13,946.13,14.22,N/M,645669.422,5867805.151
35186,Medial,16-May-18,952.5,953.23,0.73,13,939.5,10.00 - 13.04,942.50 - 939.54,N/A,N/A,8:15,8.64,7.91,8.12,0.52,0.416,8.224,7.494,944.59,945.006,N/M,N/M,645669.422,5867805.151
35186,Medial,10-Oct-18,952.5,953.23,0.73,13,939.5,10.00 - 13.05,942.50 - 939.55,N/A,N/A,12:33,8.26,7.53,7.66,0.6,0.48,7.78,7.05,944.97,945.45,N/M,N/M,645669.422,5867805.151
43472,Medial,07-Jun-16,952.32,952.77,0.45,12,940.32,9.00 - 12.00,943.32 - 940.32,N/A,N/A,12:30,6.82,6.37,,N/A,N/A,6.82,6.37,945.95,945.95,12.18,N/M,645697.019,5867738.909
43472,Medial,19-Oct-16,952.32,952.77,0.45,12,940.32,9.00 - 12.01,943.32 - 940.33,N/A,N/A,10:48,5.99,5.54,,N/A,N/A,5.99,5.54,946.78,946.78,N/M,N/M,645697.019,5867738.909
43472,Medial,30-May-17,952.32,952.77,0.45,12,940.32,9.00 - 12.02,943.32 - 940.34,N/A,N/A,17:10,5.09,4.64,,N/A,N/A,5.09,4.64,947.68,947.68,N/M,N/M,645697.019,5867738.909
43472,Medial,18-Oct-17,952.32,952.77,0.45,12,940.32,9.00 - 12.03,943.32 - 940.35,N/A,N/A,14:20,5.11,4.66,,N/A,N/A,5.11,4.66,947.66,947.66,12.18,N/M,645697.019,5867738.909
43472,Medial,16-May-18,952.32,952.77,0.45,12,940.32,9.00 - 12.04,943.32 - 940.36,N/A,N/A,8:05,6.83,6.38,,N/A,N/A,6.83,6.38,945.94,945.94,N/M,N/M,645697.019,5867738.909
43472,Medial,10-Oct-18,952.32,952.77,0.45,12,940.32,9.00 - 12.05,943.32 - 940.37,N/A,N/A,15:35,6.45,6,,N/A,N/A,6.45,6,946.32,946.32,N/M,N/M,645697.019,5867738.909
01-38-1,Medial,07-Jun-16,953.23,953.88,0.65,14,939.23,11.00 - 14.00,942.23 - 939.23,N/A,N/A,8:45,10.87,10.22,,N/A,N/A,10.87,10.22,943.01,943.01,14.68,N/M,645672.309,5867872.523
01-38-1,Medial,18-Oct-16,953.23,953.88,0.65,14,939.23,11.00 - 14.01,942.23 - 939.24,N/A,N/A,10:15,6.64,5.99,,N/A,N/A,6.64,5.99,947.24,947.24,N/M,N/M,645672.309,5867872.523
01-38-1,Medial,31-May-17,953.23,953.88,0.65,14,939.23,11.00 - 14.02,942.23 - 939.25,N/A,N/A,16:30,9.55,8.9,,N/A,N/A,9.55,8.9,944.33,944.33,N/M,N/M,645672.309,5867872.523
01-38-1,Medial,18-Oct-17,953.23,953.88,0.65,14,939.23,11.00 - 14.03,942.23 - 939.26,N/A,N/A,17:50,9.73,9.08,,N/A,N/A,9.73,9.08,944.15,944.15,N/M,N/M,645672.309,5867872.523
01-38-1,Medial,17-May-18,953.23,953.88,0.65,14,939.23,11.00 - 14.04,942.23 - 939.27,N/A,N/A,9:25,10.42,9.77,,N/A,N/A,10.42,9.77,943.46,943.46,14.65,N/M,645672.309,5867872.523
01-38-1,Medial,12-Oct-18,953.23,953.88,0.65,14,939.23,11.00 - 14.05,942.23 - 939.28,N/A,N/A,10:30,10.11,9.46,,N/A,N/A,10.11,9.46,943.77,943.77,N/M,N/M,645672.309,5867872.523
43469,Medial,07-Jun-16,952.73,953.27,0.54,13,939.73,10.00 - 13.00,942.73 - 939.73,N/A,N/A,16:40,9.37,8.83,,N/A,N/A,9.37,8.83,943.9,943.9,14.24,N/M,645755.632,5867807.28
43469,Medial,19-Oct-16,952.73,953.27,0.54,13,939.73,10.00 - 13.01,942.73 - 939.74,N/A,N/A,11:08,7.91,7.37,7.885,0.025,0.02,7.89,7.35,945.36,945.38,N/M,N/M,645755.632,5867807.28
43469,Medial,29-May-17,952.73,953.27,0.54,13,939.73,10.00 - 13.02,942.73 - 939.75,N/A,N/A,11:50,8.02,7.48,,N/A,N/A,8.02,7.48,945.25,945.25,14.26,N/M,645755.632,5867807.28
43469,Medial,01-Jun-17,952.73,953.27,0.54,13,939.73,10.00 - 13.03,942.73 - 939.76,N/A,N/A,13:00,7.927,7.387,7.9,0.027,0.022,7.905,7.365,945.343,945.365,N/M,N/M,645755.632,5867807.28
43469,Medial,31-Aug-17,952.73,953.27,0.54,13,939.73,10.00 - 13.04,942.73 - 939.77,N/A,N/A,---,8.36,7.82,,N/A,N/A,8.36,7.82,944.91,944.91,N/M,N/M,645755.632,5867807.28
43469,Medial,18-Oct-17,952.73,953.27,0.54,13,939.73,10.00 - 13.05,942.73 - 939.78,N/A,N/A,16:15,8.21,7.67,,N/A,N/A,8.21,7.67,945.06,945.06,14.29,N/M,645755.632,5867807.28
43469,Medial,16-May-18,952.73,953.27,0.54,13,939.73,10.00 - 13.06,942.73 - 939.79,N/A,N/A,11:25,9.17,8.63,,N/A,N/A,9.17,8.63,944.1,944.1,14.26,N/M,645755.632,5867807.28
43469,Medial,11-Oct-18,952.73,953.27,0.54,13,939.73,10.00 - 13.07,942.73 - 939.80,N/A,N/A,9:40,8.98,8.44,8.785,0.195,0.156,8.824,8.284,944.29,944.446,N/M,N/M,645755.632,5867807.28
43469,Medial,26-Oct-18,952.73,953.27,0.54,13,939.73,10.00 - 13.08,942.73 - 939.81,N/A,N/A,---,8.88,8.34,8.855,0.025,0.02,8.86,8.32,944.39,944.41,N/M,N/M,645755.632,5867807.28
43473,Medial,07-Jun-16,951.94,952.53,0.59,12.1,939.84,9.00 - 12.10,942.94 - 939.84,N/A,N/A,14:55,7.9,7.31,,N/A,N/A,7.9,7.31,944.63,944.63,12.93,N/M,645689.879,5867669.729
43473,Medial,19-Oct-16,951.94,952.53,0.59,12.1,939.84,9.00 - 12.11,942.94 - 939.85,N/A,N/A,9:00,4.84,4.25,,N/A,N/A,4.84,4.25,947.69,947.69,N/M,N/M,645689.879,5867669.729
43473,Medial,31-May-17,951.94,952.53,0.59,12.1,939.84,9.00 - 12.12,942.94 - 939.86,N/A,N/A,8:50,4.82,4.23,,N/A,N/A,4.82,4.23,947.71,947.71,N/M,N/M,645689.879,5867669.729
43473,Medial,17-Oct-17,951.94,952.53,0.59,12.1,939.84,9.00 - 12.13,942.94 - 939.87,N/A,N/A,15:20,5.01,4.42,,N/A,N/A,5.01,4.42,947.52,947.52,12.88,N/M,645689.879,5867669.729
43473,Medial,15-May-18,951.94,952.53,0.59,12.1,939.84,9.00 - 12.14,942.94 - 939.88,N/A,N/A,15:35,6.85,6.26,,N/A,N/A,6.85,6.26,945.68,945.68,N/M,N/M,645689.879,5867669.729
43473,Medial,10-Oct-18,951.94,952.53,0.59,12.1,939.84,9.00 - 12.15,942.94 - 939.89,N/A,N/A,14:10,6.57,5.98,,N/A,N/A,6.57,5.98,945.96,945.96,12.92,N/M,645689.879,5867669.729
04-43-2,Medial,07-Jun-16,953.14,953.84,0.7,13,940.14,11.50 - 13.00,941.64 - 940.14,N/A,N/A,14:35,9.16,8.46,,N/A,N/A,9.16,8.46,944.68,944.68,13.46,N/M,645813.24,5867677.797
04-43-2,Medial,19-Oct-16,953.14,953.84,0.7,13,940.14,11.50 - 13.01,941.64 - 940.15,N/A,N/A,9:57,7.15,6.45,,N/A,N/A,7.15,6.45,946.69,946.69,N/M,N/M,645813.24,5867677.797
04-43-2,Medial,31-May-17,953.14,953.84,0.7,13,940.14,11.50 - 13.02,941.64 - 940.16,N/A,N/A,9:10,7.08,6.38,,N/A,N/A,7.08,6.38,946.76,946.76,N/M,N/M,645813.24,5867677.797
04-43-2,Medial,18-Oct-17,953.14,953.84,0.7,13,940.14,11.50 - 13.03,941.64 - 940.17,N/A,N/A,16:55,7.405,6.707,7.4,0.005,0.004,7.401,6.703,946.431,946.435,N/M,N/M,645813.24,5867677.797
04-43-2,Medial,14-May-18,953.14,953.84,0.7,13,940.14,11.50 - 13.04,941.64 - 940.18,N/A,N/A,17:05,9.05,8.35,,N/A,N/A,9.05,8.35,944.79,944.79,13.37,N/M,645813.24,5867677.797
04-43-2,Medial,10-Oct-18,953.14,953.84,0.7,13,940.14,11.50 - 13.05,941.64 - 940.19,N/A,N/A,17:30,8.87,8.17,,N/A,N/A,8.87,8.17,944.97,944.97,13.41,N/M,645813.24,5867677.797
43466,Medial,07-Jun-16,952.56,953.05,0.49,12.3,940.26,9.30 - 12.30,943.26 - 940.26,N/A,N/A,16:10,9.27,8.78,,N/A,N/A,9.27,8.78,943.78,943.78,12.76,N/M,645849.898,5867737.224
43466,Medial,19-Oct-16,952.56,953.05,0.49,12.3,940.26,9.30 - 12.31,943.26 - 940.27,N/A,N/A,10:10,7.69,7.2,,N/A,N/A,7.69,7.2,945.36,945.36,N/M,N/M,645849.898,5867737.224
43466,Medial,31-May-17,952.56,953.05,0.49,12.3,940.26,9.30 - 12.32,943.26 - 940.28,N/A,N/A,10:10,7.77,7.28,,N/A,N/A,7.77,7.28,945.28,945.28,N/M,N/M,645849.898,5867737.224
43466,Medial,18-Oct-17,952.56,953.05,0.49,12.3,940.26,9.30 - 12.33,943.26 - 940.29,N/A,N/A,16:40,8.6,8.11,8.501,0.099,0.079,8.521,8.031,944.45,944.529,12.76,N/M,645849.898,5867737.224
43466,Medial,16-May-18,952.56,953.05,0.49,12.3,940.26,9.30 - 12.34,943.26 - 940.30,N/A,N/A,12:10,9.12,8.63,9.115,0.005,0.004,9.116,8.626,943.93,943.934,N/M,N/M,645849.898,5867737.224
43466,Medial,10-Oct-18,952.56,953.05,0.49,12.3,940.26,9.30 - 12.35,943.26 - 940.31,N/A,N/A,17:50,8.71,8.22,8.705,0.005,0.004,8.706,8.216,944.34,944.344,12.78,N/M,645849.898,5867737.224
43468,Medial,07-Jun-16,952.41,952.96,0.55,12.3,940.11,9.20 - 12.30,943.21 - 940.11,N/A,N/A,16:25,9.24,8.69,,N/A,N/A,9.24,8.69,943.72,943.72,11.99,N/M,645818.558,5867804.822
43468,Medial,19-Oct-16,952.41,952.96,0.55,12.3,940.11,9.20 - 12.31,943.21 - 940.12,N/A,N/A,10:23,7.82,7.27,,N/A,N/A,7.82,7.27,945.14,945.14,N/M,N/M,645818.558,5867804.822
43468,Medial,31-May-17,952.41,952.96,0.55,12.3,940.11,9.20 - 12.32,943.21 - 940.13,N/A,N/A,10:40,7.87,7.32,,N/A,N/A,7.87,7.32,945.09,945.09,12.01,N/M,645818.558,5867804.822
43468,Medial,18-Oct-17,952.41,952.96,0.55,12.3,940.11,9.20 - 12.33,943.21 - 940.14,N/A,N/A,15:30,8.16,7.61,,N/A,N/A,8.16,7.61,944.8,944.8,12.02,N/M,645818.558,5867804.822
43468,Medial,16-May-18,952.41,952.96,0.55,12.3,940.11,9.20 - 12.34,943.21 - 940.15,N/A,N/A,11:05,9.11,8.56,,N/A,N/A,9.11,8.56,943.85,943.85,11.99,N/M,645818.558,5867804.822
43468,Medial,11-Oct-18,952.41,952.96,0.55,12.3,940.11,9.20 - 12.35,943.21 - 940.16,N/A,N/A,9:26,8.74,8.19,,N/A,N/A,8.74,8.19,944.22,944.22,12,N/M,645818.558,5867804.822
43468,Medial,26-Oct-18,952.41,952.96,0.55,12.3,940.11,9.20 - 12.36,943.21 - 940.17,N/A,N/A,---,8.75,8.2,,N/A,N/A,8.75,8.2,944.21,944.21,N/M,N/M,645818.558,5867804.822
01-37-1,Medial,07-Jun-16,951.21,951.85,0.64,12.1,939.11,9.10 - 12.10,942.11 - 939.11,N/A,N/A,8:45,8.92,8.28,,N/A,N/A,8.92,8.28,942.93,942.93,13.14,N/M,645810.991,5867874.964
01-37-1,Medial,19-Oct-16,951.21,951.85,0.64,12.1,939.11,9.10 - 12.11,942.11 - 939.12,N/A,N/A,12:00,7.88,7.24,,N/A,N/A,7.88,7.24,943.97,943.97,N/M,N/M,645810.991,5867874.964
01-37-1,Medial,29-May-17,951.21,951.85,0.64,12.1,939.11,9.10 - 12.12,942.11 - 939.13,N/A,N/A,13:40,7.93,7.29,,N/A,N/A,7.93,7.29,943.92,943.92,N/M,N/M,645810.991,5867874.964
01-37-1,Medial,17-Oct-17,951.21,951.85,0.64,12.1,939.11,9.10 - 12.13,942.11 - 939.14,N/A,N/A,13:42,8.12,7.48,,N/A,N/A,8.12,7.48,943.73,943.73,13.19,N/M,645810.991,5867874.964
01-37-1,Medial,16-May-18,951.21,951.85,0.64,12.1,939.11,9.10 - 12.14,942.11 - 939.15,N/A,N/A,9:45,8.75,8.11,,N/A,N/A,8.75,8.11,943.1,943.1,N/M,N/M,645810.991,5867874.964
01-37-1,Medial,09-Oct-18,951.21,951.85,0.64,12.1,939.11,9.10 - 12.15,942.11 - 939.16,N/A,N/A,13:30,8.48,7.84,,N/A,N/A,8.48,7.84,943.37,943.37,N/M,N/M,645810.991,5867874.964
04-48,Medial,06-Jun-16,943.07,943.69,0.62,12,931.07,11.00 - 12.00,932.07 - 931.07,N/A,N/A,10:10,6.09,5.47,,N/A,N/A,6.09,5.47,937.6,937.6,12.96,N/M,645848.377,5867928.104
04-48,Medial,18-Oct-16,943.07,943.69,0.62,12,931.07,11.00 - 12.01,932.07 - 931.08,N/A,N/A,10:15,5.05,4.43,,N/A,N/A,5.05,4.43,938.64,938.64,N/M,N/M,645848.377,5867928.104
04-48,Medial,29-May-17,943.07,943.69,0.62,12,931.07,11.00 - 12.02,932.07 - 931.09,N/A,N/A,14:10,4.82,4.2,,N/A,N/A,4.82,4.2,938.87,938.87,N/M,N/M,645848.377,5867928.104
04-48,Medial,17-Oct-17,943.07,943.69,0.62,12,931.07,11.00 - 12.03,932.07 - 931.10,N/A,N/A,13:20,5.1,4.48,,N/A,N/A,5.1,4.48,938.59,938.59,13.03,N/M,645848.377,5867928.104
04-48,Medial,16-May-18,943.07,943.69,0.62,12,931.07,11.00 - 12.04,932.07 - 931.11,N/A,N/A,10:05,5.45,4.83,,N/A,N/A,5.45,4.83,938.24,938.24,N/M,N/M,645848.377,5867928.104
04-48,Medial,09-Oct-18,943.07,943.69,0.62,12,931.07,11.00 - 12.05,932.07 - 931.12,N/A,N/A,13:10,5.93,5.31,,N/A,N/A,5.93,5.31,937.76,937.76,13.03,N/M,645848.377,5867928.104
06-60,Medial,07-Jun-16,951.96,952.87,0.91,11.2,940.76,8.20 - 11.20,943.76 - 940.76,N/A,N/A,8:15,8.97,8.06,,N/A,N/A,8.97,8.06,943.9,943.9,12.3,N/M,645851.026,5867823.56
06-60,Medial,19-Oct-16,951.96,952.87,0.91,11.2,940.76,8.20 - 11.21,943.76 - 940.77,N/A,N/A,11:35,7.72,6.81,,N/A,N/A,7.72,6.81,945.15,945.15,N/M,N/M,645851.026,5867823.56
06-60,Medial,31-May-17,951.96,952.87,0.91,11.2,940.76,8.20 - 11.22,943.76 - 940.78,N/A,N/A,10:25,7.69,6.78,,N/A,N/A,7.69,6.78,945.18,945.18,N/M,N/M,645851.026,5867823.56
06-60,Medial,18-Oct-17,951.96,952.87,0.91,11.2,940.76,8.20 - 11.23,943.76 - 940.79,N/A,N/A,15:45,8.12,7.21,,N/A,N/A,8.12,7.21,944.75,944.75,12.3,N/M,645851.026,5867823.56
06-60,Medial,16-May-18,951.96,952.87,0.91,11.2,940.76,8.20 - 11.24,943.76 - 940.80,N/A,N/A,10:55,9.13,8.22,,N/A,N/A,9.13,8.22,943.74,943.74,N/M,N/M,645851.026,5867823.56
06-60,Medial,11-Oct-18,951.96,952.87,0.91,11.2,940.76,8.20 - 11.25,943.76 - 940.81,N/A,N/A,9:16,8.24,7.33,,N/A,N/A,8.24,7.33,944.63,944.63,12.31,N/M,645851.026,5867823.56
13-03D,Medial,07-Jun-16,952.58,953.32,0.73,9,943.58,6.00 - 9.00,946.58 - 943.58,N/A,N/A,14:50,> 6.08,> 5.35,,N/A,N/A,> 6.08,> 5.35,< 947.24,< 947.24,6.08,N/M,645758,5867727
13-03D,Medial,19-Oct-16,952.58,953.32,0.73,9,943.58,6.00 - 9.01,946.58 - 943.59,N/A,N/A,10:40,5.2,4.469,4.98,0.22,0.176,5.024,4.293,948.115,948.291,N/M,N/M,645758,5867727
13-03D,Medial,29-May-17,952.58,953.32,0.73,9,943.58,6.00 - 9.02,946.58 - 943.60,N/A,N/A,11:40,4.9,4.169,4.79,0.11,0.088,4.812,4.081,948.415,948.503,10.33,N/M,645758,5867727
